participant,task,step,x0,x1,x2,x3,choice,target,time
0,7,7,-1.31,0.58,-0.00,0.09,1,1,1009410.00
0,7,8,1.66,-0.78,-0.05,-0.00,0,0,1013699.00
0,7,9,-2.56,-3.29,0.00,0.03,1,1,1018751.00
0,8,0,2.02,3.36,-0.01,0.00,1,0,1031658.00
0,8,1,2.21,0.46,-0.00,0.00,0,0,1035047.00
0,8,2,1.21,-0.53,0.50,0.00,0,0,1039098.00
0,8,3,0.48,-1.14,0.01,-0.00,1,0,1045849.00
0,8,4,0.93,-2.85,0.42,0.00,0,0,1053677.00
0,8,5,-1.82,0.09,0.00,-0.00,1,1,1063264.00
0,8,6,0.33,0.54,-0.00,0.00,1,0,1071055.00
0,8,7,-0.39,-0.27,0.01,0.00,0,1,1075488.00
0,8,8,-0.33,-0.91,2.96,-0.05,0,1,1083728.00
0,8,9,-3.12,-1.08,-0.00,0.00,1,1,1087894.00
0,9,0,0.26,-1.11,0.00,0.00,1,0,1112281.00
0,9,1,1.54,2.06,0.02,-0.20,0,1,1117772.00
0,9,2,0.08,1.65,-0.00,0.00,0,1,1130299.00
0,9,3,0.14,1.37,0.00,0.00,1,1,1133841.00
0,9,4,-0.34,0.72,0.00,0.01,1,1,1137763.00
0,9,5,0.19,-0.11,-0.00,0.02,0,1,1141963.00
0,9,6,1.33,0.17,0.40,-0.26,1,1,1146222.00
0,9,7,-0.91,-2.08,-0.00,-0.02,0,0,1150275.00
0,9,8,3.11,0.09,0.00,0.00,1,1,1155273.00
0,9,9,-1.51,-1.11,0.00,-0.04,0,0,1159707.00
0,10,0,0.19,1.79,0.02,0.00,0,0,1176507.00
0,10,1,0.36,-0.33,-0.04,0.00,1,0,1182594.00
0,10,2,-1.76,0.32,0.00,-0.20,0,1,1193347.00
0,10,3,-1.37,-1.79,-0.01,-0.00,1,1,1199815.00
0,10,4,1.08,-1.49,-0.04,0.00,1,0,1206332.00
0,10,5,-0.41,0.42,0.00,-0.00,0,1,1211678.00
0,10,6,-2.66,-0.84,0.00,0.00,1,1,1215769.00
0,10,7,0.75,0.06,-0.00,0.38,0,0,1224788.00
0,10,8,-0.66,-0.65,0.21,2.24,1,1,1228977.00
0,10,9,0.71,0.13,-0.00,-0.02,0,0,1234124.00
0,11,0,1.82,-0.97,-0.00,-0.00,0,0,1260327.00
0,11,1,-1.93,0.15,0.00,-0.00,1,1,1265185.00
0,11,2,0.26,0.69,-0.00,-0.00,1,1,1269197.00
0,11,3,2.63,0.05,0.00,0.01,1,0,1273851.00
0,11,4,0.91,-1.88,-0.00,-0.00,0,0,1277338.00
0,11,5,-1.17,-0.81,-0.01,0.00,0,0,1281344.00
0,11,6,-1.43,-1.70,0.05,0.00,0,0,1284916.00
0,11,7,-1.78,-1.01,-0.00,-0.00,0,0,1289667.00
0,11,8,-1.02,-0.24,-0.00,0.00,0,1,1294459.00
0,11,9,0.94,0.23,-0.00,-0.00,1,0,1299250.00
0,12,0,1.75,0.51,0.01,-0.00,0,0,1322474.00
0,12,1,1.65,-0.29,0.00,-0.00,0,0,1327956.00
0,12,2,-0.90,1.59,-0.02,0.00,0,1,1337126.00
0,12,3,2.02,0.60,0.01,-0.00,0,0,1340963.00
0,12,4,-0.20,-1.35,593.92,0.00,1,1,1345109.00
0,12,5,2.72,-1.88,-0.74,0.00,0,0,1355726.00
0,12,6,1.18,0.72,-0.00,0.16,0,0,1360445.00
0,12,7,0.01,1.42,0.01,0.00,0,0,1366646.00
0,12,8,0.24,3.15,-0.02,0.00,0,0,1370868.00
0,12,9,-1.24,-0.40,-0.01,-0.62,1,1,1376052.00
0,13,0,-1.14,0.59,0.00,0.10,0,0,1397798.00
0,13,1,0.75,-2.07,0.00,0.01,0,1,1402783.00
0,13,2,0.20,1.57,0.00,0.00,1,0,1410790.00
0,13,3,2.93,-1.45,4.16,-0.62,1,0,1416391.00
0,13,4,-1.26,0.52,0.00,0.00,0,1,1421640.00
0,13,5,-0.97,-1.40,0.00,-2.16,1,1,1426134.00
0,13,6,-1.34,0.83,-0.36,-0.00,1,1,1430586.00
0,13,7,1.97,-0.05,0.00,-2.64,0,0,1434945.00
0,13,8,1.62,1.02,-0.00,0.00,0,0,1438103.00
0,13,9,0.27,0.15,0.50,0.00,0,0,1443056.00
0,14,0,-1.01,-0.75,-0.00,-0.00,1,1,1476721.00
0,14,1,2.61,-2.55,0.00,-0.00,1,0,1488515.00
0,14,2,-2.33,1.42,0.00,-0.02,1,1,1494981.00
0,14,3,-0.41,-1.43,0.00,0.38,1,1,1498980.00
0,14,4,0.47,-0.23,0.00,-0.00,0,0,1505537.00
0,14,5,-1.16,0.25,2.96,0.00,1,1,1508741.00
0,14,6,-1.18,0.89,0.25,0.00,1,1,1511883.00
0,14,7,-1.14,0.51,0.00,-0.00,1,1,1516617.00
0,14,8,0.32,-0.93,-0.00,0.00,0,1,1520308.00
0,14,9,3.02,-1.59,-0.00,-0.00,0,0,1523850.00
0,15,0,-0.05,0.23,0.00,-0.04,0,1,1541794.00
0,15,1,2.47,-0.08,0.00,0.00,0,1,1549911.00
0,15,2,1.36,0.83,0.00,0.86,0,1,1557089.00
0,15,3,4.12,-0.95,0.02,-0.28,1,1,1560834.00
0,15,4,1.20,0.49,-0.00,0.00,1,1,1566586.00
0,15,5,-0.74,-0.18,0.00,-0.06,0,0,1570596.00
0,15,6,-0.48,1.90,-0.00,0.00,0,1,1579091.00
0,15,7,2.92,-1.36,0.02,-0.04,1,0,1582551.00
0,15,8,-2.16,-0.16,-2.80,-0.00,0,0,1587014.00
0,15,9,2.25,-1.30,-0.00,-0.00,1,0,1591778.00
0,16,0,-1.10,0.07,-0.11,0.00,1,0,1608414.00
0,16,1,1.34,0.88,0.00,-0.00,1,1,1615504.00
0,16,2,0.19,0.16,-0.05,-0.00,1,1,1619786.00
0,16,3,-1.64,-2.52,0.00,-0.00,0,0,1624799.00
0,16,4,-1.54,0.30,-0.30,0.00,0,0,1628497.00
0,16,5,-0.15,-0.80,-0.01,-0.00,0,0,1632136.00
0,16,6,-0.07,-0.58,0.14,0.03,0,0,1636498.00
0,16,7,1.60,1.33,-0.00,-0.00,1,1,1640074.00
0,16,8,0.89,-0.66,0.00,-0.00,1,1,1645517.00
0,16,9,-0.35,-0.14,-0.00,-0.00,0,0,1649897.00
0,17,0,1.26,-1.48,0.00,-0.00,0,0,1666436.00
0,17,1,-1.16,-2.48,-0.00,-0.00,1,0,1670990.00
0,17,2,-0.08,0.94,0.02,0.08,0,1,1675346.00
0,17,3,-2.02,0.62,-0.01,-1.92,1,0,1678668.00
0,17,4,1.48,1.06,0.03,-0.05,0,1,1682805.00
0,17,5,0.40,0.28,-0.00,-0.00,1,1,1689916.00
0,17,6,-0.39,1.99,-0.00,0.00,1,1,1693937.00
0,17,7,-0.39,-2.38,-0.01,-0.00,0,0,1697121.00
0,17,8,2.06,1.50,0.10,0.00,1,1,1700295.00
0,17,9,1.70,1.33,-0.00,-0.00,1,1,1703443.00
0,18,0,-3.25,2.35,-0.00,0.00,0,0,1719236.00
0,18,1,0.25,-1.28,593.92,-0.00,0,1,1722822.00
0,18,2,-2.46,2.77,-0.21,0.00,1,0,1728587.00
0,18,3,-0.06,-0.92,0.00,0.00,0,1,1733337.00
0,18,4,0.98,-0.93,-0.00,1.20,1,1,1738580.00
0,18,5,-0.56,0.69,0.00,0.00,0,0,1742552.00
0,18,6,2.66,-0.06,0.00,-0.00,1,1,1745554.00
0,18,7,-1.27,1.53,0.00,-0.62,0,0,1749031.00
0,18,8,-0.01,-0.83,0.00,-0.01,0,1,1754419.00
0,18,9,-1.19,1.02,0.01,0.00,0,0,1759524.00
0,19,0,1.21,0.36,0.00,-0.00,1,0,1776584.00
0,19,1,-1.98,-0.21,0.00,0.00,1,1,1780250.00
0,19,2,1.31,-0.57,0.00,0.00,1,0,1786386.00
0,19,3,0.20,-0.18,0.15,0.01,1,0,1791688.00
0,19,4,-1.09,-1.60,-0.02,0.00,0,1,1795988.00
0,19,5,0.40,-0.41,-0.12,-0.11,0,0,1800405.00
0,19,6,0.44,0.09,0.00,-0.00,0,0,1805025.00
0,19,7,-1.31,-1.83,0.00,0.00,1,1,1808677.00
0,19,8,-0.93,-1.24,-0.00,0.00,1,1,1812130.00
0,19,9,0.38,1.43,0.07,-0.00,0,1,1816666.00
0,20,0,-2.21,2.69,-3.12,-0.03,0,0,1837494.00
0,20,1,1.30,-2.00,-0.00,-0.00,1,1,1842523.00
0,20,2,2.97,-2.34,-0.00,0.00,1,1,1849019.00
0,20,3,1.16,-1.04,-0.01,0.00,0,0,1853877.00
0,20,4,-1.90,1.63,-3.92,-0.00,0,0,1860288.00
0,20,5,-0.66,0.41,-0.00,0.00,0,0,1866179.00
0,20,6,0.34,0.50,-0.00,0.16,0,0,1872706.00
0,20,7,-3.91,3.49,-0.00,0.00,1,0,1878965.00
0,20,8,2.03,-2.23,-0.03,0.00,1,1,1884551.00
0,20,9,-0.74,0.41,0.00,0.00,1,1,1889543.00
0,21,0,-2.03,0.92,0.70,0.03,0,0,1906769.00
0,21,1,-1.11,1.54,0.00,-48.64,0,0,1911432.00
0,21,2,1.01,0.38,-0.00,-0.00,1,1,1915913.00
0,21,3,1.94,0.83,-0.00,-0.00,1,0,1919793.00
0,21,4,-0.08,2.16,0.00,-1.84,1,0,1924163.00
0,21,5,-2.79,-1.17,0.00,-0.00,0,1,1927262.00
0,21,6,0.66,-1.61,-0.03,-0.00,1,1,1931778.00
0,21,7,-0.21,-0.28,0.00,0.00,1,1,1937885.00
0,21,8,-1.79,1.20,0.00,-0.00,0,0,1943038.00
0,21,9,-1.15,-0.91,0.01,-0.01,1,1,1947101.00
0,22,0,-1.92,-0.64,0.15,-0.00,1,1,1960967.00
0,22,1,-0.30,-2.20,0.00,0.00,1,1,1966145.00
0,22,2,-1.50,-1.06,0.00,-0.40,1,1,1970171.00
0,22,3,1.01,0.07,0.00,-0.00,0,0,1975331.00
0,22,4,-2.04,1.00,-0.00,0.28,1,1,1982272.00
0,22,5,-0.53,0.53,0.12,0.01,1,0,1987573.00
0,22,6,0.09,-2.64,-0.08,0.01,1,1,1992743.00
0,22,7,-1.72,-1.24,0.00,-0.01,1,1,2001478.00
0,22,8,0.98,0.37,0.00,-0.00,0,0,2006705.00
0,22,9,0.64,1.67,-0.01,0.00,0,0,2011773.00
0,23,0,-1.16,-0.46,-0.00,-2.08,1,0,2025213.00
0,23,1,-1.35,-2.22,0.01,0.00,0,0,2029060.00
0,23,2,-0.77,-2.64,0.00,-0.01,0,0,2033055.00
0,23,3,0.40,0.79,0.00,-0.94,1,1,2036787.00
0,23,4,-3.19,-4.62,-0.00,-0.00,0,0,2040071.00
0,23,5,1.18,-0.51,-0.00,1.20,1,1,2043210.00
0,23,6,-0.44,0.18,-0.04,0.04,0,0,2046884.00
0,23,7,-0.05,-0.51,0.38,-0.00,0,1,2050645.00
0,23,8,0.23,0.76,-0.00,-0.00,1,1,2054238.00
0,23,9,0.02,-0.19,0.01,1.12,1,1,2060243.00
0,24,0,-0.24,1.10,-0.03,0.01,1,1,2081070.00
0,24,1,-0.80,-1.12,0.01,-0.00,0,1,2088000.00
0,24,2,-1.22,0.47,0.00,0.00,0,1,2093437.00
0,24,3,-0.25,-0.74,-0.00,-0.00,1,1,2097363.00
0,24,4,-1.61,-0.39,-0.03,-0.01,1,1,2101892.00
0,24,5,-1.72,-0.03,0.00,-0.00,1,1,2105356.00
0,24,6,-2.06,-1.09,0.00,-0.07,1,1,2109604.00
0,24,7,0.24,-0.48,0.00,0.00,0,0,2114382.00
0,24,8,-0.70,-1.43,0.00,0.00,1,1,2117893.00
0,24,9,-0.70,0.39,0.00,-0.11,1,0,2122907.00
0,25,0,0.05,-1.56,0.00,0.00,0,0,2140692.00
0,25,1,-2.46,-2.12,0.00,0.00,0,0,2144406.00
0,25,2,-1.61,0.26,0.01,0.01,0,0,2150044.00
0,25,3,0.98,0.43,-0.02,0.00,1,1,2154302.00
0,25,4,-1.12,-1.27,0.05,0.00,0,0,2158376.00
0,25,5,-0.26,-1.26,0.00,0.03,0,0,2162229.00
0,25,6,-1.56,-2.00,0.00,-0.00,0,0,2166747.00
0,25,7,0.01,0.31,-0.00,29.44,1,1,2171576.00
0,25,8,0.84,1.53,-0.00,-0.02,1,1,2175288.00
0,25,9,2.66,0.41,-3.12,0.00,1,1,2180942.00
0,26,0,-1.66,0.33,-0.08,-0.32,1,1,2198379.00
0,26,1,-0.28,-1.33,-0.00,0.00,1,0,2205510.00
0,26,2,-0.91,1.04,-0.10,0.00,1,1,2211154.00
0,26,3,-1.69,-1.58,0.00,0.46,1,0,2218694.00
0,26,4,-1.73,1.11,0.03,-0.02,0,1,2225296.00
0,26,5,-2.80,-0.89,-0.00,0.00,1,0,2231349.00
0,26,6,1.28,-0.42,0.00,0.01,0,0,2234943.00
0,26,7,1.03,2.35,-0.03,-0.00,1,1,2238155.00
0,26,8,-0.10,-0.12,-0.00,0.00,0,0,2241403.00
0,26,9,1.28,-1.55,-0.00,-0.00,0,0,2246087.00
0,27,0,-0.99,-1.97,-0.00,0.02,0,1,2258913.00
0,27,1,0.85,2.06,-0.00,-0.00,0,0,2263685.00
0,27,2,-2.78,-0.81,0.00,0.22,1,1,2268038.00
0,27,3,1.84,-0.44,0.00,-0.00,0,0,2272445.00
0,27,4,-0.68,0.49,-0.02,-1.84,1,0,2277168.00
0,27,5,0.57,-2.52,-0.00,0.00,1,1,2284186.00
0,27,6,-0.53,-2.01,-0.03,-0.05,1,1,2288709.00
0,27,7,0.33,0.60,0.00,0.00,0,0,2294569.00
0,27,8,-0.10,-0.91,-0.00,-0.00,1,1,2299296.00
0,27,9,-1.82,-2.76,0.15,-0.00,1,1,2303090.00
0,28,0,-2.58,1.80,-0.00,-0.00,0,0,2317475.00
0,28,1,-0.20,-0.64,0.08,-0.00,0,1,2322508.00
0,28,2,1.72,2.07,-0.02,0.00,1,1,2326665.00
0,28,3,0.85,1.43,-0.00,-0.01,1,0,2329749.00
0,28,4,0.64,1.15,0.02,-0.00,1,0,2334418.00
0,28,5,-2.13,-3.67,-0.08,0.05,1,1,2338733.00
0,28,6,0.70,-1.12,-0.00,0.01,1,1,2343019.00
0,28,7,0.05,1.48,-0.00,-0.00,1,0,2350228.00
0,28,8,0.45,0.06,-4.32,-0.00,0,1,2354709.00
0,28,9,-1.52,-0.81,-0.00,-0.94,1,0,2358748.00
0,29,0,1.22,-1.52,0.00,-0.30,0,1,2372919.00
0,29,1,0.20,0.05,0.00,-0.00,1,1,2382994.00
0,29,2,1.06,-0.12,-0.00,-0.01,1,1,2387651.00
0,29,3,0.33,2.34,0.00,-3.92,1,0,2395630.00
0,29,4,1.10,-0.21,-0.00,0.00,1,1,2401693.00
0,29,5,-0.26,1.99,-0.04,1.12,0,0,2409729.00
0,29,6,-0.73,-0.50,0.00,-0.00,0,0,2417494.00
0,29,7,1.47,-1.75,-0.00,0.00,1,1,2425807.00
0,29,8,-1.08,-0.39,0.00,-0.00,0,0,2431930.00
0,29,9,0.74,0.42,0.00,0.00,1,1,2438833.00
1,0,0,-0.92,-0.16,-0.00,-0.02,1,0,365573.00
1,0,1,1.02,0.32,0.00,-0.00,1,1,374090.00
1,0,2,-2.11,-1.20,-0.00,0.00,0,0,382693.00
1,0,3,0.65,-1.28,-0.03,0.00,0,0,430871.00
1,0,4,-2.43,-1.60,-0.00,-0.01,0,0,436235.00
1,0,5,0.81,-1.26,0.00,0.00,0,0,444421.00
1,0,6,-1.46,-1.98,-0.00,0.00,0,0,451498.00
1,0,7,-0.71,-0.50,0.00,0.00,0,0,457054.00
1,0,8,-3.55,-2.56,7.20,-0.00,0,0,460911.00
1,0,9,3.05,2.03,0.00,0.00,1,1,465403.00
1,1,0,-0.99,-1.97,0.23,0.00,1,1,499020.00
1,1,1,0.85,2.06,-0.12,-0.00,0,0,503817.00
1,1,2,-2.78,-0.81,0.00,0.01,1,1,508401.00
1,1,3,1.84,-0.44,-0.01,0.00,0,0,512795.00
1,1,4,-0.68,0.49,0.00,-1.44,0,0,522594.00
1,1,5,0.57,-2.52,-0.02,-0.11,1,1,535888.00
1,1,6,-0.53,-2.01,0.00,-0.01,1,1,539586.00
1,1,7,0.33,0.60,-0.00,-0.00,0,0,549173.00
1,1,8,-0.10,-0.91,0.15,-0.00,1,1,554085.00
1,1,9,-1.82,-2.76,0.00,-0.03,1,1,557818.00
1,2,0,-2.21,2.69,-0.00,-0.00,1,0,586224.00
1,2,1,1.30,-2.00,-3.12,-0.00,1,1,602999.00
1,2,2,2.97,-2.34,-0.01,-0.02,1,1,608851.00
1,2,3,1.16,-1.04,0.00,0.00,1,0,613562.00
1,2,4,-1.90,1.63,0.07,0.00,0,0,619444.00
1,2,5,-0.66,0.41,-0.00,0.16,0,0,627708.00
1,2,6,0.34,0.50,0.00,-0.00,0,0,639300.00
1,2,7,-3.91,3.49,-0.00,0.00,0,0,645026.00
1,2,8,2.03,-2.23,0.00,0.00,1,1,651092.00
1,2,9,-0.74,0.41,-0.10,-0.00,0,1,664149.00
1,3,0,-0.24,1.10,-0.00,-0.00,1,1,695195.00
1,3,1,-0.80,-1.12,0.00,-0.00,0,1,714353.00
1,3,2,-1.22,0.47,-0.00,0.08,1,1,727574.00
1,3,3,-0.25,-0.74,-0.00,-0.00,1,1,736376.00
1,3,4,-1.61,-0.39,0.00,0.00,1,1,749914.00
1,3,5,-1.72,-0.03,-0.00,-0.00,1,1,755684.00
1,3,6,-2.06,-1.09,0.00,8.32,1,1,769700.00
1,3,7,0.24,-0.48,-0.00,-0.00,0,0,776609.00
1,3,8,-0.70,-1.43,-0.00,0.01,1,1,782493.00
1,3,9,-0.70,0.39,0.00,-0.01,1,0,787721.00
1,4,0,1.75,0.51,0.00,0.00,0,0,811460.00
1,4,1,1.65,-0.29,0.00,-0.00,0,0,824692.00
1,4,2,-0.90,1.59,0.00,-0.04,0,1,841204.00
1,4,3,2.02,0.60,0.03,0.28,0,0,852744.00
1,4,4,-0.20,-1.35,-0.01,0.00,1,1,857776.00
1,4,5,2.72,-1.88,-0.00,0.01,0,0,864643.00
1,4,6,1.18,0.72,0.00,0.74,0,0,870748.00
1,4,7,0.01,1.42,0.08,0.00,0,0,882243.00
1,4,8,0.24,3.15,0.00,-0.01,0,0,888139.00
1,4,9,-1.24,-0.40,0.00,-2.08,1,1,893365.00
1,5,0,0.26,-1.11,-0.01,-0.00,0,0,919758.00
1,5,1,1.54,2.06,-0.00,0.00,0,1,937393.00
1,5,2,0.08,1.65,0.00,-0.03,1,1,945889.00
1,5,3,0.14,1.37,-0.00,-0.00,1,1,955067.00
1,5,4,-0.34,0.72,-0.01,0.02,1,1,970909.00
1,5,5,0.19,-0.11,-0.00,0.04,0,1,977560.00
1,5,6,1.33,0.17,0.01,0.00,0,1,995474.00
1,5,7,-0.91,-2.08,-0.04,-0.00,0,0,1003204.00
1,5,8,3.11,0.09,0.01,0.00,0,1,1012542.00
1,5,9,-1.51,-1.11,-0.03,0.03,0,0,1021756.00
1,6,0,0.74,0.28,-0.00,0.01,1,1,1034560.00
1,6,1,-0.04,0.49,0.00,0.00,1,0,1062064.00
1,6,2,-1.02,-2.08,0.00,0.00,0,0,1067614.00
1,6,3,1.14,0.99,0.00,-0.00,1,1,1073026.00
1,6,4,1.18,1.74,0.00,-0.01,1,1,1076975.00
1,6,5,-0.33,-1.32,0.00,-0.00,0,0,1084002.00
1,6,6,0.08,1.15,0.01,0.00,1,0,1090548.00
1,6,7,-3.02,-3.11,-0.00,0.00,0,0,1099014.00
1,6,8,-1.80,-1.67,-0.00,-0.01,0,0,1102864.00
1,6,9,-0.06,0.69,0.00,-0.11,0,0,1115091.00
1,7,0,1.22,-1.52,0.00,-0.00,0,1,1133047.00
1,7,1,0.20,0.05,0.08,0.90,1,1,1148135.00
1,7,2,1.06,-0.12,0.00,-0.00,1,1,1156053.00
1,7,3,0.33,2.34,-0.00,0.00,1,0,1165320.00
1,7,4,1.10,-0.21,0.10,-0.00,1,1,1172598.00
1,7,5,-0.26,1.99,0.05,-0.11,0,0,1178520.00
1,7,6,-0.73,-0.50,-0.00,0.00,0,0,1187826.00
1,7,7,1.47,-1.75,-0.00,-0.01,1,1,1197185.00
1,7,8,-1.08,-0.39,-0.12,-0.00,0,0,1204065.00
1,7,9,0.74,0.42,0.03,-0.00,1,1,1213445.00
1,8,0,1.26,-1.48,0.01,0.04,0,0,1239458.00
1,8,1,-1.16,-2.48,-0.08,-0.00,1,0,1268575.00
1,8,2,-0.08,0.94,0.00,0.00,1,1,1275189.00
1,8,3,-2.02,0.62,0.00,-0.00,1,0,1279724.00
1,8,4,1.48,1.06,-0.00,0.00,1,1,1293610.00
1,8,5,0.40,0.28,-0.00,-0.00,1,1,1303278.00
1,8,6,-0.39,1.99,0.00,0.00,1,1,1308460.00
1,8,7,-0.39,-2.38,0.00,0.00,0,0,1323235.00
1,8,8,2.06,1.50,-0.00,0.00,1,1,1332106.00
1,8,9,1.70,1.33,-0.00,-0.07,1,1,1340153.00
1,9,0,-2.03,0.92,-0.00,-0.00,0,0,1360522.00
1,9,1,-1.11,1.54,-0.03,0.00,0,0,1364850.00
1,9,2,1.01,0.38,0.14,0.00,1,1,1374248.00
1,9,3,1.94,0.83,0.00,-0.00,1,0,1379807.00
1,9,4,-0.08,2.16,0.00,-0.00,0,0,1390211.00
1,9,5,-2.79,-1.17,-0.00,0.78,0,1,1405561.00
1,9,6,0.66,-1.61,-0.00,8.32,1,1,1409974.00
1,9,7,-0.21,-0.28,-0.02,-0.00,1,1,1416180.00
1,9,8,-1.79,1.20,-1.60,-0.00,0,0,1425295.00
1,9,9,-1.15,-0.91,-0.00,-0.01,1,1,1433873.00
1,10,0,-1.10,0.07,-0.01,0.00,0,0,1465328.00
1,10,1,1.34,0.88,0.08,0.00,1,1,1473600.00
1,10,2,0.19,0.16,0.01,-0.04,1,1,1483865.00
1,10,3,-1.64,-2.52,-4.32,-0.00,0,0,1488505.00
1,10,4,-1.54,0.30,0.00,-0.00,0,0,1496585.00
1,10,5,-0.15,-0.80,0.02,0.01,0,0,1501872.00
1,10,6,-0.07,-0.58,-0.00,-0.01,0,0,1507411.00
1,10,7,1.60,1.33,-0.00,-0.23,1,1,1512000.00
1,10,8,0.89,-0.66,0.12,-0.01,0,1,1520520.00
1,10,9,-0.35,-0.14,-0.00,0.00,0,0,1527276.00
1,11,0,-1.66,0.33,-0.00,0.00,1,1,1552917.00
1,11,1,-0.28,-1.33,0.00,0.00,0,0,1570343.00
1,11,2,-0.91,1.04,-0.00,-0.94,1,1,1576784.00
