participant,task,step,x0,x1,x2,x3,choice,target,time
0,12,0,-1.03,-1.07,1.86,-0.65,0,1,1493699.00
0,12,1,-0.29,2.00,-1.66,-0.32,1,0,1498378.00
0,12,2,-1.51,-1.77,1.35,0.16,1,1,1505640.00
0,12,3,0.48,-0.54,-0.04,1.00,0,1,1518938.00
0,12,4,0.35,2.42,-0.58,-1.68,0,0,1523005.00
0,12,5,0.32,0.11,1.49,-0.44,0,0,1526821.00
0,12,6,2.37,-1.42,0.83,-1.63,1,1,1534155.00
0,12,7,-1.17,-1.95,2.97,-1.24,1,1,1538323.00
0,12,8,-0.65,1.14,0.83,-0.85,0,0,1546922.00
0,12,9,-0.57,0.74,3.09,-2.84,0,0,1550728.00
0,13,0,-1.44,1.41,1.20,1.54,0,0,1559684.00
0,13,1,-0.33,0.29,0.87,0.44,0,0,1574139.00
0,13,2,0.74,0.08,0.12,-0.07,1,0,1581351.00
0,13,3,0.60,-0.25,1.27,0.42,0,0,1587854.00
0,13,4,-0.65,1.99,1.59,1.74,0,0,1593480.00
0,13,5,-1.03,-0.59,0.93,0.71,1,1,1602898.00
0,13,6,-0.34,-0.06,-0.44,1.34,1,0,1613052.00
0,13,7,1.33,0.00,0.57,1.65,0,0,1620100.00
0,13,8,1.41,1.29,1.63,1.79,0,0,1624527.00
0,13,9,-0.45,0.93,1.89,1.58,0,0,1633942.00
0,14,0,-0.66,-0.57,-1.10,-0.33,1,1,1648645.00
0,14,1,2.72,1.12,-0.08,2.52,0,0,1656789.00
0,14,2,-0.64,1.38,-1.26,0.04,1,1,1662190.00
0,14,3,0.99,-1.25,-0.42,1.21,0,0,1670428.00
0,14,4,1.18,-1.10,1.24,2.25,0,0,1681282.00
0,14,5,0.00,-2.09,2.02,-2.01,0,1,1692157.00
0,14,6,-0.51,2.84,-2.00,0.78,0,0,1705309.00
0,14,7,2.24,3.87,-2.39,0.31,0,0,1712463.00
0,14,8,0.71,0.53,-0.20,0.39,0,0,1717308.00
0,14,9,-2.02,-0.68,1.08,-0.28,1,1,1729866.00
0,15,0,1.17,-1.69,1.93,0.04,1,1,1750411.00
0,15,1,1.31,-0.02,-0.69,0.92,1,0,1756738.00
0,15,2,0.15,2.95,-3.44,0.38,0,0,1761417.00
0,15,3,0.14,1.80,-2.10,-1.47,1,1,1765196.00
0,15,4,-0.82,-0.46,-1.20,2.03,0,0,1769301.00
0,15,5,0.52,-1.91,2.36,0.12,0,1,1781436.00
0,15,6,1.59,2.63,-2.02,1.38,0,0,1785668.00
0,15,7,1.32,0.47,-1.44,2.28,0,0,1793922.00
0,15,8,-0.40,3.07,-1.78,-1.69,1,1,1798490.00
0,15,9,-0.68,-0.09,-2.01,-0.49,1,1,1804007.00
0,16,0,-0.60,0.54,-0.16,0.07,0,0,1816354.00
0,16,1,0.08,-1.34,0.17,0.58,0,1,1820386.00
0,16,2,1.06,2.10,-1.67,0.75,0,0,1824940.00
0,16,3,-1.96,-0.41,0.95,-1.49,1,1,1828516.00
0,16,4,-1.34,1.40,-0.09,-0.10,0,0,1833231.00
0,16,5,0.31,1.42,-0.56,0.32,0,0,1837316.00
0,16,6,-3.16,1.58,0.47,-0.46,0,0,1841691.00
0,16,7,-1.52,-1.47,-0.09,-2.33,1,1,1845905.00
0,16,8,0.79,0.54,-1.09,1.09,0,0,1850111.00
0,16,9,-2.61,0.79,-1.44,-0.90,1,0,1857100.00
0,17,0,-2.68,-1.77,2.02,0.66,1,0,1863079.00
0,17,1,-0.95,-2.24,1.06,0.02,1,1,1867134.00
0,17,2,-2.05,-0.77,2.34,2.84,1,0,1870641.00
0,17,3,0.37,-1.07,0.17,0.34,0,1,1879727.00
0,17,4,0.41,0.70,-1.13,-3.63,0,1,1883312.00
0,17,5,0.67,1.49,-0.29,-0.24,0,0,1888097.00
0,17,6,0.39,1.10,-1.63,-0.57,0,1,1892869.00
0,17,7,0.83,-2.95,1.13,-0.07,1,1,1901068.00
0,17,8,-0.65,-2.24,0.33,-0.33,1,1,1906155.00
0,17,9,-1.42,1.13,-0.01,0.56,0,0,1911498.00
0,18,0,1.64,1.49,-0.78,0.11,0,0,1920633.00
0,18,1,-0.73,-0.11,0.50,-0.18,0,1,1927545.00
0,18,2,1.62,-1.64,1.67,-0.03,0,0,1934488.00
0,18,3,1.38,1.51,-0.99,-0.21,0,0,1940559.00
0,18,4,-3.46,-2.86,2.77,1.48,1,0,1948053.00
0,18,5,-1.90,0.09,-0.72,-1.52,1,1,1951585.00
0,18,6,-0.16,1.08,0.33,-3.20,0,1,1956682.00
0,18,7,0.90,1.48,-1.94,-0.63,1,1,1964486.00
0,18,8,-2.23,0.58,-0.12,-0.03,1,1,1969481.00
0,18,9,0.99,1.60,0.06,-1.23,0,0,1974318.00
0,19,0,-0.37,0.61,-0.27,-2.01,1,1,1985700.00
0,19,1,0.98,0.04,0.02,0.05,0,0,1995018.00
0,19,2,-0.35,-0.12,-0.55,-0.41,1,1,2002678.00
0,19,3,2.99,0.32,0.00,-1.68,0,0,2010553.00
0,19,4,-1.60,0.30,0.36,0.67,0,0,2030433.00
0,19,5,-2.19,-0.58,-0.69,-1.32,1,1,2035225.00
0,19,6,-0.48,2.67,2.95,0.87,0,0,2039003.00
0,19,7,0.34,0.68,0.92,0.37,0,0,2043162.00
0,19,8,-2.15,2.94,2.51,-1.15,0,0,2048950.00
0,19,9,-1.02,0.50,0.21,0.38,1,0,2062641.00
0,20,0,0.40,-2.21,-2.88,1.12,1,1,2072662.00
0,20,1,0.61,0.14,0.15,-0.61,0,1,2082966.00
0,20,2,-3.63,-1.00,-0.95,3.49,1,1,2092251.00
0,20,3,0.27,1.73,0.11,-0.10,0,0,2103063.00
0,20,4,-0.24,-0.61,-0.60,0.28,0,1,2114622.00
0,20,5,0.26,-0.46,-0.60,-0.28,1,1,2124739.00
0,20,6,1.92,-1.73,-0.34,-1.40,1,1,2137514.00
0,20,7,0.15,0.42,-0.58,0.64,0,0,2174183.00
0,20,8,-0.31,2.40,1.07,-0.11,0,0,2180075.00
0,20,9,-1.76,0.98,-0.09,1.32,0,0,2185180.00
0,21,0,0.72,-0.09,1.36,0.40,0,0,2196019.00
0,21,1,-1.07,-0.05,-0.82,-2.20,1,1,2200499.00
0,21,2,0.17,0.47,0.17,-1.06,0,1,2204045.00
0,21,3,-2.69,-3.05,2.40,0.58,1,1,2212388.00
0,21,4,-1.20,-1.38,1.71,-0.24,0,0,2221656.00
0,21,5,0.45,-0.04,2.14,-0.41,0,0,2227464.00
0,21,6,1.33,0.52,0.38,0.93,0,0,2232343.00
0,21,7,1.18,-0.51,0.21,1.95,0,0,2237459.00
0,21,8,-0.30,-0.61,-1.36,-0.20,1,1,2246211.00
0,21,9,1.72,1.62,-0.31,-1.25,0,0,2258729.00
0,22,0,-0.01,-0.96,-0.02,0.15,1,1,2287664.00
0,22,1,0.51,1.92,-2.52,1.47,0,0,2293806.00
0,22,2,0.20,0.16,0.38,0.69,0,0,2298949.00
0,22,3,-0.84,-2.88,0.29,1.00,1,0,2309078.00
0,22,4,-2.27,0.63,-0.78,-1.58,1,1,2314248.00
0,22,5,-1.08,1.61,0.54,-1.22,1,1,2323117.00
0,22,6,0.05,-0.69,0.53,-0.90,1,1,2327425.00
0,22,7,1.48,1.66,0.17,-2.03,0,1,2336333.00
0,22,8,-1.01,0.72,-2.34,-0.12,1,1,2340690.00
0,22,9,-1.30,2.88,-1.02,0.26,0,0,2345505.00
0,23,0,1.28,-1.06,1.44,0.76,0,0,2368199.00
0,23,1,-0.67,-1.01,1.83,1.88,0,0,2374097.00
0,23,2,1.56,0.18,-2.01,0.78,0,0,2378842.00
0,23,3,0.90,0.54,0.93,-0.03,0,0,2393480.00
0,23,4,3.34,-1.82,-0.15,1.44,0,0,2402944.00
0,23,5,-0.50,-0.56,0.68,1.24,0,1,2420164.00
0,23,6,-1.32,3.89,0.42,2.08,0,0,2425793.00
0,23,7,-0.97,-2.16,0.40,-2.17,1,1,2429726.00
0,23,8,0.20,-0.49,-0.12,-1.20,1,1,2437891.00
0,23,9,-1.38,1.15,-0.48,0.80,0,1,2445717.00
0,24,0,-0.65,0.08,-0.11,0.38,0,1,2465698.00
0,24,1,1.16,-0.24,1.70,1.78,0,0,2470431.00
0,24,2,0.47,0.96,-1.11,0.53,0,0,2476347.00
0,24,3,1.67,-2.17,1.88,-0.24,0,0,2499214.00
0,24,4,1.41,1.52,-1.29,-0.88,0,0,2507677.00
0,24,5,-0.11,1.32,0.29,1.52,0,0,2514663.00
0,24,6,2.54,-1.55,-1.26,1.66,0,0,2517975.00
0,24,7,-1.34,-1.00,2.20,2.36,1,0,2521482.00
0,24,8,0.50,-0.23,-1.28,-0.55,1,1,2531628.00
0,24,9,0.29,0.95,0.37,0.66,0,0,2535756.00
0,25,0,-1.23,-0.58,1.51,2.10,1,0,2545865.00
0,25,1,-0.14,1.33,0.83,0.20,0,0,2552496.00
0,25,2,-0.04,-0.67,-2.61,0.77,1,1,2557282.00
0,25,3,0.90,0.25,-2.80,0.02,0,1,2564555.00
0,25,4,-0.53,0.07,0.56,0.65,0,0,2577277.00
0,25,5,0.01,0.21,-1.54,0.17,0,1,2582508.00
0,25,6,-0.33,1.14,0.55,1.08,0,0,2588739.00
0,25,7,-3.48,0.70,0.21,3.11,1,0,2594335.00
0,25,8,0.33,0.64,0.67,0.12,0,0,2599099.00
0,25,9,-1.49,-0.74,-0.23,1.46,1,1,2606480.00
0,26,0,-0.45,-1.02,1.42,-0.44,1,0,2615142.00
0,26,1,0.02,-2.56,2.95,1.46,0,0,2618729.00
0,26,2,-0.44,1.37,-0.63,0.41,1,1,2623576.00
0,26,3,0.56,-0.51,-0.42,0.28,1,0,2630750.00
0,26,4,1.47,0.64,0.46,1.29,0,0,2634448.00
0,26,5,4.19,1.11,1.02,1.78,0,0,2638142.00
0,26,6,0.83,-0.20,0.24,-0.20,0,0,2672161.00
0,26,7,1.66,-0.72,-0.11,-0.31,1,0,2676077.00
0,26,8,-1.92,1.21,-0.92,-0.52,1,1,2679463.00
0,26,9,0.79,-3.00,1.91,-1.71,0,1,2682955.00
0,27,0,-1.91,0.01,-2.39,-1.32,1,1,2690223.00
0,27,1,1.50,0.41,2.38,1.90,0,0,2693941.00
0,27,2,1.37,-1.30,-1.49,-1.08,0,1,2699958.00
0,27,3,-2.16,0.43,-1.21,0.58,1,1,2704388.00
0,27,4,0.25,1.59,0.68,0.20,0,0,2708140.00
0,27,5,-0.72,0.87,0.24,0.26,0,0,2714099.00
0,27,6,0.80,-0.17,-0.24,0.24,1,0,2725879.00
0,27,7,-1.63,1.79,-2.68,0.72,1,1,2729254.00
0,27,8,-1.16,-0.57,-0.35,0.48,1,1,2733416.00
0,27,9,-0.24,-1.67,-1.22,-2.00,1,1,2738043.00
0,28,0,3.80,-1.86,0.65,0.89,0,0,2748887.00
0,28,1,0.03,0.08,0.44,-0.14,0,0,2759709.00
0,28,2,0.65,-1.80,1.35,0.86,0,0,2762918.00
0,28,3,1.77,-0.25,-0.34,0.76,1,0,2775120.00
0,28,4,-1.08,1.64,-0.82,0.94,0,1,2782957.00
0,28,5,-0.51,0.03,0.90,1.17,0,0,2786791.00
0,28,6,2.60,-0.14,-0.51,0.66,0,0,2793410.00
0,28,7,0.80,-1.44,1.23,0.07,0,0,2802985.00
0,28,8,0.60,1.31,-1.05,0.96,0,0,2808103.00
0,28,9,-3.33,-1.78,-0.32,-0.85,1,1,2816013.00
0,29,0,-1.70,-2.12,-1.82,0.74,1,1,2829557.00
0,29,1,0.78,0.68,1.57,0.87,0,0,2836266.00
0,29,2,-0.17,0.18,-1.86,-1.09,1,1,2839987.00
0,29,3,-1.54,-0.71,0.49,1.37,1,0,2850995.00
0,29,4,1.37,0.07,-0.82,-1.76,1,1,2854876.00
0,29,5,0.28,1.11,0.97,-0.21,0,0,2863711.00
0,29,6,1.40,0.25,-0.40,-0.97,1,1,2869978.00
0,29,7,0.52,-0.66,2.87,1.66,0,0,2874322.00
0,29,8,-1.31,0.57,0.70,0.77,0,0,2878647.00
0,29,9,-1.78,0.66,-1.14,-0.26,1,1,2883443.00
1,0,0,-1.44,1.41,1.20,1.54,0,0,283463.00
1,0,1,-0.33,0.29,0.87,0.44,0,0,289932.00
1,0,2,0.74,0.08,0.12,-0.07,0,0,297165.00
1,0,3,0.60,-0.25,1.27,0.42,0,0,302346.00
1,0,4,-0.65,1.99,1.59,1.74,0,0,306460.00
1,0,5,-1.03,-0.59,0.93,0.71,1,1,320167.00
1,0,6,-0.34,-0.06,-0.44,1.34,1,0,324773.00
1,0,7,1.33,0.00,0.57,1.65,0,0,332843.00
1,0,8,1.41,1.29,1.63,1.79,0,0,336839.00
1,0,9,-0.45,0.93,1.89,1.58,0,0,341035.00
1,1,0,2.23,1.21,-0.97,-1.13,1,1,354661.00
1,1,1,-2.46,2.38,-0.12,4.37,0,0,360658.00
1,1,2,-0.78,-1.57,-0.52,0.20,1,1,367874.00
1,1,3,0.31,-0.72,1.10,1.46,1,0,373072.00
1,1,4,-2.85,-2.73,1.78,1.48,1,0,379202.00
1,1,5,0.01,2.73,-0.01,0.98,0,0,383732.00
1,1,6,-1.35,0.79,-1.40,0.37,0,1,388562.00
1,1,7,2.60,2.67,-1.09,-1.64,0,1,393714.00
1,1,8,1.96,-1.24,1.84,-0.58,0,1,397954.00
1,1,9,-0.77,-2.62,3.01,0.74,1,0,401589.00
1,2,0,-1.23,1.99,-1.25,-0.60,1,1,410490.00
1,2,1,2.55,-1.31,0.61,2.09,0,0,414467.00
1,2,2,-0.06,2.70,-0.82,-1.45,0,1,418064.00
1,2,3,-0.02,2.03,-0.48,0.74,0,0,424502.00
1,2,4,-0.90,-0.86,-1.36,-0.23,1,1,428514.00
1,2,5,2.81,-1.74,-0.77,-0.75,1,1,433409.00
1,2,6,1.67,0.56,-1.76,1.06,0,0,437725.00
1,2,7,-0.08,1.31,3.25,1.33,0,0,441615.00
1,2,8,-0.68,1.19,-0.22,-0.41,1,0,447694.00
1,2,9,-1.10,0.25,-1.22,0.07,1,1,453724.00
1,3,0,1.28,-1.06,1.44,0.76,0,0,460948.00
1,3,1,-0.67,-1.01,1.83,1.88,1,0,465046.00
1,3,2,1.56,0.18,-2.01,0.78,0,0,467575.00
1,3,3,0.90,0.54,0.93,-0.03,0,0,471088.00
1,3,4,3.34,-1.82,-0.15,1.44,0,0,475461.00
1,3,5,-0.50,-0.56,0.68,1.24,0,1,479648.00
1,3,6,-1.32,3.89,0.42,2.08,0,0,482747.00
1,3,7,-0.97,-2.16,0.40,-2.17,1,1,486228.00
1,3,8,0.20,-0.49,-0.12,-1.20,1,1,491635.00
1,3,9,-1.38,1.15,-0.48,0.80,1,1,498127.00
1,4,0,-3.59,0.52,2.72,3.79,0,0,504227.00
1,4,1,-2.46,-0.03,1.32,3.48,0,0,508870.00
1,4,2,2.13,-1.46,-2.62,0.25,1,1,513324.00
1,4,3,1.80,0.01,-0.13,1.26,0,1,516669.00
1,4,4,1.16,1.03,0.19,-0.23,1,0,519952.00
1,4,5,0.48,-0.05,-1.15,-0.53,0,1,522827.00
1,4,6,1.80,3.45,2.05,-0.41,0,0,526141.00
1,4,7,-0.91,1.58,2.00,-0.25,0,0,529551.00
1,4,8,-0.80,0.21,0.15,3.96,1,0,533557.00
1,4,9,1.47,-1.08,-1.13,1.33,0,1,536488.00
1,5,0,-0.46,0.36,0.51,-0.43,1,0,544496.00
1,5,1,-0.58,-0.04,-0.63,-1.28,1,1,549650.00
1,5,2,0.12,-1.78,1.04,0.77,1,1,554693.00
1,5,3,-2.49,-1.98,-1.85,0.74,1,1,558253.00
1,5,4,0.96,-1.00,-0.62,1.82,0,1,563353.00
1,5,5,-1.40,-0.16,-1.41,-0.78,1,1,567496.00
1,5,6,-0.53,-1.29,0.20,-0.18,1,1,571075.00
1,5,7,-0.47,1.80,-0.59,-1.90,1,0,575160.00
1,5,8,0.82,-1.47,-1.44,2.58,1,1,578498.00
1,5,9,0.61,0.35,1.68,0.89,0,0,582417.00
1,6,0,0.96,-0.95,0.66,0.07,0,0,590884.00
1,6,1,0.35,0.59,1.37,-1.57,0,1,594727.00
1,6,2,-1.18,1.40,2.42,-0.33,1,0,597416.00
1,6,3,2.80,-2.44,1.04,-0.92,0,0,600078.00
1,6,4,0.54,-1.98,1.32,1.58,0,0,603057.00
1,6,5,-1.14,2.05,0.02,-0.49,1,1,610062.00
1,6,6,0.34,-3.59,1.40,2.76,1,0,615734.00
1,6,7,0.52,-1.67,0.82,1.18,0,0,620355.00
1,6,8,2.21,-1.99,0.79,-1.43,0,1,624913.00
1,6,9,0.18,0.86,3.22,-1.65,0,0,628873.00
1,7,0,0.39,1.22,-0.75,-1.05,0,1,635190.00
1,7,1,-0.43,1.21,-0.53,1.37,1,0,638562.00
1,7,2,1.70,-2.28,-1.09,0.66,0,1,641208.00
1,7,3,-0.67,0.12,-0.43,-0.10,1,1,643535.00
1,7,4,-1.84,0.49,0.15,0.33,1,0,645823.00
1,7,5,-2.26,-2.59,1.81,-2.47,1,1,648134.00
1,7,6,0.16,1.05,-0.11,0.57,1,0,650442.00
1,7,7,-1.36,-0.40,1.20,0.76,1,0,652689.00
1,7,8,-1.01,-0.07,2.40,-0.63,1,0,654944.00
1,7,9,-0.18,1.33,-0.43,-1.96,1,1,657163.00
1,8,0,-1.23,-0.58,1.51,2.10,0,0,662895.00
1,8,1,-0.14,1.33,0.83,0.20,0,0,667142.00
1,8,2,-0.04,-0.67,-2.61,0.77,1,1,671096.00
1,8,3,0.90,0.25,-2.80,0.02,1,1,674527.00
1,8,4,-0.53,0.07,0.56,0.65,0,0,678251.00
1,8,5,0.01,0.21,-1.54,0.17,0,1,681610.00
1,8,6,-0.33,1.14,0.55,1.08,0,0,688123.00
1,8,7,-3.48,0.70,0.21,3.11,0,0,691099.00
1,8,8,0.33,0.64,0.67,0.12,0,0,693763.00
1,8,9,-1.49,-0.74,-0.23,1.46,0,1,697474.00
1,9,0,-0.60,0.54,-0.16,0.07,1,0,704672.00
1,9,1,0.08,-1.34,0.17,0.58,0,1,707759.00
1,9,2,1.06,2.10,-1.67,0.75,1,0,710215.00
1,9,3,-1.96,-0.41,0.95,-1.49,0,1,712889.00
1,9,4,-1.34,1.40,-0.09,-0.10,1,0,715338.00
1,9,5,0.31,1.42,-0.56,0.32,0,0,717818.00
1,9,6,-3.16,1.58,0.47,-0.46,0,0,720402.00
1,9,7,-1.52,-1.47,-0.09,-2.33,0,1,722804.00
1,9,8,0.79,0.54,-1.09,1.09,0,0,725221.00
1,9,9,-2.61,0.79,-1.44,-0.90,0,0,727583.00
1,10,0,-0.01,-0.96,-0.02,0.15,1,1,735125.00
1,10,1,0.51,1.92,-2.52,1.47,0,0,771170.00
1,10,2,0.20,0.16,0.38,0.69,0,0,775587.00
1,10,3,-0.84,-2.88,0.29,1.00,1,0,779539.00
1,10,4,-2.27,0.63,-0.78,-1.58,1,1,784302.00
1,10,5,-1.08,1.61,0.54,-1.22,0,1,788756.00
1,10,6,0.05,-0.69,0.53,-0.90,0,1,793048.00
1,10,7,1.48,1.66,0.17,-2.03,0,1,796464.00
1,10,8,-1.01,0.72,-2.34,-0.12,1,1,799896.00
1,10,9,-1.30,2.88,-1.02,0.26,1,0,803434.00
1,11,0,-1.33,-2.75,0.97,-1.13,1,1,809760.00
1,11,1,-1.30,2.63,-2.45,-0.65,1,1,815818.00
1,11,2,0.81,-0.58,-0.09,0.93,1,0,819860.00
1,11,3,0.11,-0.09,-0.98,0.95,1,1,824916.00
1,11,4,-0.28,0.22,-2.66,1.43,1,1,829144.00
1,11,5,0.22,1.04,-0.59,0.09,1,0,833845.00
1,11,6,1.22,-0.73,-2.73,1.84,1,1,838615.00
