participant,task,step,x0,x1,x2,x3,choice,target,time
0,23,1,-0.79,-0.96,-0.30,-0.62,0,1,1323362.00
0,23,2,-0.73,-0.08,-1.27,-0.05,1,1,1326204.00
0,23,3,1.35,-1.59,-0.58,-1.58,0,1,1329167.00
0,23,4,0.55,-2.01,1.21,-1.48,1,1,1332552.00
0,23,5,-1.09,1.65,-1.41,2.20,0,1,1335576.00
0,23,6,-1.94,-1.31,1.36,0.14,1,1,1338827.00
0,23,7,-1.20,2.82,-0.21,2.76,1,0,1341480.00
0,23,8,0.85,-2.12,2.40,0.17,0,0,1347816.00
0,23,9,-0.44,2.52,-1.70,2.34,1,0,1351449.00
0,24,0,2.15,1.84,-3.41,0.10,0,0,1356756.00
0,24,1,1.58,1.31,-2.51,0.64,0,0,1359601.00
0,24,2,1.14,1.34,-1.83,0.74,0,0,1362639.00
0,24,3,-2.28,-0.03,2.86,-0.76,1,1,1365456.00
0,24,4,-0.51,-0.03,0.43,0.35,1,1,1368419.00
0,24,5,-1.32,2.15,-1.68,0.31,1,1,1371193.00
0,24,6,0.11,-0.46,-0.82,-1.96,1,0,1374033.00
0,24,7,-0.47,-0.75,1.37,-0.10,1,0,1376760.00
0,24,8,-1.10,0.11,1.10,-1.09,1,1,1379957.00
0,24,9,0.28,-0.48,-0.69,-0.12,1,0,1383056.00
0,25,0,-1.82,-2.36,1.75,3.19,1,0,1388320.00
0,25,1,0.74,1.13,0.34,-2.19,1,1,1391896.00
0,25,2,1.52,0.61,2.87,-1.36,1,1,1395032.00
0,25,3,2.20,4.40,2.18,-2.29,1,1,1398384.00
0,25,4,1.60,-0.94,-0.75,0.30,1,1,1401341.00
0,25,5,1.26,-0.70,-0.08,1.26,1,1,1404337.00
0,25,6,-0.46,-0.78,-0.89,0.40,0,0,1407861.00
0,25,7,-1.14,-2.08,0.20,2.90,0,0,1411127.00
0,25,8,0.51,1.11,0.69,-1.08,1,1,1414359.00
0,25,9,-0.81,-1.01,-0.95,0.99,0,0,1417620.00
0,26,0,-0.52,-0.84,0.53,1.45,1,1,1423683.00
0,26,1,-2.14,1.70,1.18,1.53,1,0,1426899.00
0,26,2,-1.62,-0.19,-1.43,0.49,1,0,1429666.00
0,26,3,2.06,1.00,-0.18,-1.33,1,1,1432585.00
0,26,4,-0.85,-0.15,-0.68,-1.86,0,0,1435411.00
0,26,5,-0.61,-1.23,1.03,0.24,0,1,1438102.00
0,26,6,-0.57,-2.79,0.28,-0.83,0,1,1440933.00
0,26,7,-1.87,1.46,1.28,-0.23,0,0,1445180.00
0,26,8,-2.03,1.09,1.70,0.63,0,0,1448928.00
0,26,9,-4.12,3.02,1.47,1.42,0,0,1453268.00
0,27,0,1.16,-0.28,-1.42,0.01,1,1,1458737.00
0,27,1,0.86,2.35,2.09,-0.43,1,1,1462036.00
0,27,2,-0.11,1.51,-0.09,-0.63,0,1,1465076.00
0,27,3,0.60,0.71,0.92,0.71,1,1,1470562.00
0,27,4,1.21,-0.26,-0.05,0.12,1,1,1474904.00
0,27,5,3.00,-1.19,2.10,1.48,1,1,1479607.00
0,27,6,0.52,0.16,-0.70,-1.34,1,1,1482924.00
0,27,7,-1.07,0.10,-1.80,-1.99,0,0,1486050.00
0,27,8,-1.47,0.60,-1.58,1.42,0,0,1488854.00
0,27,9,-0.61,2.30,0.30,1.11,0,1,1492437.00
0,28,0,-1.59,1.58,1.95,1.31,0,1,1497626.00
0,28,1,-1.25,1.94,2.82,-1.79,0,1,1500633.00
0,28,2,0.96,-0.66,0.54,0.70,0,0,1503787.00
0,28,3,-0.92,-0.36,2.63,0.12,1,1,1506913.00
0,28,4,-0.68,0.66,0.22,-3.03,1,1,1509578.00
0,28,5,0.41,0.51,-1.43,-0.09,0,0,1512550.00
0,28,6,-2.14,2.13,-0.09,-1.85,1,1,1515410.00
0,28,7,0.65,-0.99,0.71,1.09,0,0,1518244.00
0,28,8,-0.63,-0.48,1.01,0.63,1,1,1521007.00
0,28,9,-0.05,1.50,-1.30,-1.92,1,1,1525378.00
0,29,0,1.73,-1.29,0.72,0.40,0,0,1530069.00
0,29,1,1.12,-0.60,1.20,1.30,0,0,1533373.00
0,29,2,-0.78,0.66,-0.57,0.31,1,1,1537151.00
0,29,3,-0.34,-2.25,-1.09,3.60,1,1,1540254.00
0,29,4,0.50,1.98,1.00,0.16,0,0,1543403.00
0,29,5,-1.38,0.68,-1.50,-1.33,1,1,1546677.00
0,29,6,0.11,1.07,-0.18,-2.72,0,0,1550780.00
0,29,7,-0.56,-0.36,-3.05,1.95,1,1,1554031.00
0,29,8,-2.14,2.35,-0.63,-2.56,1,1,1557003.00
0,29,9,-2.54,1.05,-1.43,-0.84,1,1,1559729.00
1,0,0,-0.39,1.71,1.58,-1.42,0,1,197213.00
1,0,1,1.89,-1.86,-0.84,1.60,0,0,202869.00
1,0,2,1.96,-3.72,-2.58,1.84,1,0,209506.00
1,0,3,0.19,-3.63,-2.09,1.19,0,0,217407.00
1,0,4,0.10,-0.46,-0.71,1.05,0,1,221558.00
1,0,5,-0.83,2.84,-0.03,-0.51,0,1,228142.00
1,0,6,-1.90,1.22,-0.50,0.39,0,1,236610.00
1,0,7,-0.37,0.38,-0.61,-0.08,1,1,241820.00
1,0,8,1.32,-1.20,-0.97,0.60,0,0,247653.00
1,0,9,1.77,-2.05,-1.52,1.35,0,0,251749.00
1,1,0,-4.40,1.08,0.70,-2.67,0,0,259353.00
1,1,1,-0.08,0.78,-0.86,0.39,0,0,264568.00
1,1,2,0.19,2.12,-0.15,-1.44,1,0,270473.00
1,1,3,0.91,0.49,-1.06,-0.59,1,1,275510.00
1,1,4,1.24,3.28,-0.98,-0.06,1,0,281866.00
1,1,5,-0.22,0.33,1.40,-1.73,0,0,288609.00
1,1,6,0.40,1.65,-0.26,0.64,0,0,294174.00
1,1,7,1.09,-1.63,-1.66,2.16,1,1,301949.00
1,1,8,-0.47,2.03,-2.50,0.83,0,0,308147.00
1,1,9,0.84,-2.11,3.43,-0.72,1,1,313136.00
1,2,0,-0.52,-0.84,0.53,1.45,1,1,321493.00
1,2,1,-2.14,1.70,1.18,1.53,1,0,326021.00
1,2,2,-1.62,-0.19,-1.43,0.49,1,0,331211.00
1,2,3,2.06,1.00,-0.18,-1.33,1,1,335775.00
1,2,4,-0.85,-0.15,-0.68,-1.86,0,0,343887.00
1,2,5,-0.61,-1.23,1.03,0.24,0,1,350358.00
1,2,6,-0.57,-2.79,0.28,-0.83,1,1,355559.00
1,2,7,-1.87,1.46,1.28,-0.23,0,0,360871.00
1,2,8,-2.03,1.09,1.70,0.63,0,0,365416.00
1,2,9,-4.12,3.02,1.47,1.42,0,0,369740.00
1,3,0,0.04,-0.51,0.78,-0.83,1,1,378370.00
1,3,1,0.00,-1.02,0.72,-0.41,1,1,383274.00
1,3,2,2.06,2.00,-2.67,1.91,0,0,387911.00
1,3,3,0.66,0.83,-1.18,1.00,0,0,394836.00
1,3,4,-0.86,-0.18,0.92,-0.48,1,1,398949.00
1,3,5,0.38,2.11,-1.88,2.38,0,0,403426.00
1,3,6,2.03,0.26,0.41,-1.14,0,0,406944.00
1,3,7,-0.98,-2.35,2.66,-1.42,1,1,410466.00
1,3,8,0.50,0.48,-0.91,-0.26,0,0,414821.00
1,3,9,1.11,4.60,-0.31,4.06,0,0,418937.00
1,4,0,-0.82,0.30,-0.53,-0.32,1,1,426084.00
1,4,1,-0.41,-0.81,-0.74,-1.06,1,1,430175.00
1,4,2,1.13,-0.19,1.34,0.84,0,0,434597.00
1,4,3,-1.58,-0.55,2.55,-0.55,1,0,440063.00
1,4,4,-1.22,0.69,-0.91,-1.05,1,1,448032.00
1,4,5,-0.21,0.04,0.43,2.09,1,0,452536.00
1,4,6,0.98,-0.66,0.48,0.02,0,0,458331.00
1,4,7,1.13,-1.37,1.28,2.70,0,0,463041.00
1,4,8,-0.16,0.72,-0.92,-0.12,1,1,467624.00
1,4,9,-1.01,-1.82,1.72,-1.59,1,0,474783.00
1,5,0,0.79,0.75,1.02,-0.80,1,1,482952.00
1,5,1,-1.05,-1.47,-1.61,0.78,0,0,488368.00
1,5,2,-0.19,-1.20,1.39,0.58,0,0,493652.00
1,5,3,-1.91,0.37,0.26,-1.41,0,0,498120.00
1,5,4,-0.61,0.03,0.26,0.19,0,0,501956.00
1,5,5,1.11,-1.64,-0.21,1.92,1,1,506593.00
1,5,6,0.85,-0.15,1.56,1.24,1,1,511860.00
1,5,7,-1.75,-0.04,0.60,0.49,0,0,515852.00
1,5,8,-3.47,-2.00,-1.50,1.88,0,0,519287.00
1,5,9,-1.25,0.17,-0.76,-0.78,0,0,523926.00
1,6,0,0.28,0.39,-1.37,0.23,1,0,532749.00
1,6,1,2.15,0.69,1.53,1.60,0,1,536730.00
1,6,2,-2.41,-1.66,1.45,-2.21,1,0,541305.00
1,6,3,2.21,0.31,0.19,0.97,0,1,548983.00
1,6,4,-0.81,1.63,-1.43,0.32,0,0,553176.00
1,6,5,-1.05,-0.79,-0.52,-0.87,0,0,557717.00
1,6,6,-0.04,0.48,-1.39,0.80,1,0,566256.00
1,6,7,-2.72,-1.56,0.85,-2.41,0,0,569745.00
1,6,8,-0.47,0.68,-0.98,-0.85,0,0,575127.00
1,6,9,1.30,0.57,-2.09,0.35,1,1,581010.00
1,7,0,-1.19,-0.72,0.77,0.69,1,1,590353.00
1,7,1,3.08,-0.65,0.85,0.52,0,0,593562.00
1,7,2,-0.56,2.04,0.92,1.34,1,0,599818.00
1,7,3,0.47,-1.31,0.94,-0.86,1,1,605417.00
1,7,4,3.32,-2.04,-0.14,-0.89,0,0,610539.00
1,7,5,3.02,0.26,-0.22,0.58,0,0,615182.00
1,7,6,-0.95,0.38,2.75,0.91,1,1,620383.00
1,7,7,0.67,-1.27,-1.59,-1.85,1,1,625141.00
1,7,8,-0.24,-0.22,-1.31,-2.82,1,1,632619.00
1,7,9,2.09,2.26,1.19,2.39,0,0,636290.00
1,8,0,-3.71,2.19,-0.27,0.24,1,1,642379.00
1,8,1,-0.79,-0.96,-0.30,-0.62,1,1,646434.00
1,8,2,-0.73,-0.08,-1.27,-0.05,1,1,650961.00
1,8,3,1.35,-1.59,-0.58,-1.58,0,1,655996.00
1,8,4,0.55,-2.01,1.21,-1.48,0,1,663517.00
1,8,5,-1.09,1.65,-1.41,2.20,0,1,672482.00
1,8,6,-1.94,-1.31,1.36,0.14,1,1,676111.00
1,8,7,-1.20,2.82,-0.21,2.76,1,0,680960.00
1,8,8,0.85,-2.12,2.40,0.17,1,0,685692.00
1,8,9,-0.44,2.52,-1.70,2.34,1,0,692779.00
1,9,0,0.73,0.28,-0.27,-0.68,0,0,700743.00
1,9,1,0.48,-0.95,0.08,-0.55,1,0,705124.00
1,9,2,0.53,-0.49,0.01,-1.52,0,0,711046.00
1,9,3,1.25,1.32,-0.02,-1.68,1,0,714839.00
1,9,4,-0.66,-0.87,0.05,-0.44,0,0,719778.00
1,9,5,-1.05,1.25,-1.49,-0.72,0,1,723817.00
1,9,6,0.62,-2.16,0.76,0.55,0,0,731072.00
1,9,7,3.56,-1.93,4.18,-0.28,1,0,735540.00
1,9,8,0.66,1.17,0.43,-0.98,1,1,739150.00
1,9,9,2.00,-0.96,2.23,-2.42,1,0,742693.00
1,10,0,-1.17,-0.16,0.73,-1.23,1,0,749983.00
1,10,1,3.04,-2.48,1.19,-2.92,1,1,754232.00
1,10,2,0.25,-0.28,0.00,0.23,1,1,760933.00
1,10,3,-1.68,-2.60,0.97,-0.54,0,0,765148.00
1,10,4,2.41,1.34,-0.79,-1.97,1,1,768594.00
1,10,5,-0.40,-2.53,0.15,-1.67,0,1,776314.00
1,10,6,-1.54,1.82,-1.77,1.62,0,0,780964.00
1,10,7,0.56,2.67,-1.89,1.23,1,0,785372.00
1,10,8,-0.82,-1.52,3.00,0.26,0,0,790038.00
1,10,9,-1.22,-1.26,0.18,1.82,0,0,793449.00
1,11,0,-1.50,2.35,-0.11,0.20,1,0,801461.00
1,11,1,0.27,0.77,0.12,-0.63,1,1,805991.00
1,11,2,1.41,-0.63,-0.34,-1.91,0,1,810382.00
1,11,3,-0.82,-2.00,-0.17,2.20,0,0,813835.00
1,11,4,0.84,-0.20,1.97,0.57,1,1,819388.00
1,11,5,1.55,-1.31,-2.02,-0.62,1,1,824701.00
1,11,6,-0.58,-0.03,-1.16,-1.40,0,0,828144.00
1,11,7,0.61,0.60,-0.86,-0.91,1,1,833808.00
